City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,khuzdar,27.7384,66.6434,89.19,16,0,3.38,PK,1717343416
367,limassol,34.675,33.0333,83.17,57,0,10.36,CY,1717343162
368,praia da vitoria,38.7333,-27.0667,71.85,78,40,14.58,PT,1717343417
369,buala,-8.145,159.5921,78.42,85,100,1.45,SB,1717343418
370,nabire,-3.3667,135.4833,77.63,92,82,1.92,ID,1717343418
371,fale old settlement,-9.3852,-171.2468,83.44,69,99,4.76,TK,1717343419
372,aripuana,-9.1667,-60.6333,94.01,34,28,4.7,BR,1717343420
373,prince rupert,54.3161,-130.3201,48.29,93,100,12.66,CA,1717343421
374,uturoa,-16.7333,-151.4333,79.57,72,58,8.37,PF,1717343421
375,kalevala,65.2,31.1667,64.09,91,99,4.0,RU,1717343422
376,khovd,48.0056,91.6419,64.15,24,41,9.86,MN,1717343423
377,sao jose da coroa grande,-8.8978,-35.1478,82.29,74,12,11.7,BR,1717343227
378,malinyi,-8.9333,36.1333,74.77,73,18,3.33,TZ,1717343424
379,aleg,17.0481,-13.9209,103.3,11,0,9.55,MR,1717343425
380,acajutla,13.5928,-89.8275,88.02,58,89,5.68,SV,1717343426
381,zierikzee,51.6539,3.9196,64.98,71,6,18.12,NL,1717343426
382,chui,-33.6971,-53.4616,67.77,81,63,11.07,UY,1717343427
383,homer,59.6425,-151.5483,51.67,64,100,8.05,US,1717343428
384,westport,41.1415,-73.3579,81.55,45,100,1.99,US,1717343221
385,zhalantun,48.0,122.7167,57.4,70,37,4.92,CN,1717343429
386,kathmandu,27.7167,85.3167,73.62,83,20,6.91,NP,1717343399
387,dalnerechensk,45.9339,133.7225,53.01,90,88,5.3,RU,1717343431
388,jose bonifacio,-21.0528,-49.6883,81.66,25,0,12.15,BR,1717343431
389,saldanha,-33.0117,17.9442,57.25,80,2,7.14,ZA,1717343432
390,le morne-rouge,14.7667,-61.1333,80.17,84,100,9.55,MQ,1717343433
391,kuala lipis,4.1842,102.0468,74.3,99,100,1.59,MY,1717343433
392,lazaro cardenas,17.9583,-102.2,86.5,52,100,4.88,MX,1717343434
393,nova vicosa,-17.8919,-39.3719,79.32,65,62,12.19,BR,1717343435
394,paranhos,-23.8928,-55.4311,83.08,30,4,11.68,BR,1717343386
395,tupiza,-21.45,-65.7167,64.17,8,0,3.65,BO,1717343436
396,holualoa,19.6228,-155.9522,71.44,89,100,4.61,US,1717343147
397,oruro,-17.9833,-67.15,50.49,32,0,2.3,BO,1717343437
398,hutchinson,38.0608,-97.9298,66.15,77,0,10.36,US,1717343373
399,salekhard,66.53,66.6019,33.4,67,83,8.01,RU,1717343439
400,kas,36.2018,29.6377,84.0,46,100,6.62,TR,1717343440
401,conduaga,8.862,117.4893,79.88,88,100,3.18,PH,1717343440
402,ust'-kulom,61.6864,53.6902,64.15,70,100,9.57,RU,1717343441
403,sinabang,2.4803,96.3801,82.08,78,100,2.59,ID,1717343441
404,porto novo,6.4965,2.6036,76.6,82,100,4.09,BJ,1717343442
405,atherton,53.5237,-2.4935,65.44,74,39,7.0,GB,1717343443
406,mirny,62.5353,113.9611,48.24,75,100,8.99,RU,1717343444
407,serdar,38.9764,56.2757,79.3,44,71,25.23,TM,1717343444
408,santana,-0.0583,-51.1817,89.78,66,40,9.22,BR,1717343445
409,porbandar,21.6422,69.6093,86.63,67,2,11.32,IN,1717343446
410,fauske,67.2588,15.3918,55.45,76,99,3.44,NO,1717343446
411,latakia,35.5148,35.7768,91.58,71,0,8.1,SY,1717343447
412,artigas,-30.4,-56.4667,70.74,70,53,11.79,UY,1717343373
413,pader,3.05,33.2167,77.18,57,85,4.38,UG,1717343448
414,leirvik,59.7798,5.5005,59.41,63,20,14.97,NO,1717343449
415,acarau,-2.8856,-40.12,84.09,73,19,13.22,BR,1717343417
416,dhenkanal,20.6667,85.6,80.49,64,83,5.88,IN,1717343450
417,port macquarie,-31.4333,152.9167,52.9,84,43,4.07,AU,1717343231
418,vadnagar,23.7833,72.6333,95.04,28,1,10.74,IN,1717343452
419,sena madureira,-9.0656,-68.6569,90.93,42,2,0.58,BR,1717343312
420,itoman,26.1247,127.6694,68.38,100,100,11.5,JP,1717343453
421,yanam,16.7333,82.2167,85.78,80,84,6.15,IN,1717343454
422,chabahar,25.2919,60.643,87.17,81,0,8.97,IR,1717343454
423,nampula,-15.1165,39.2666,82.35,54,40,5.99,MZ,1717343455
424,sarina,-21.4333,149.2167,61.61,1,0,5.53,AU,1717343456
425,lazarevskoye,43.9061,39.3331,67.78,87,49,4.0,RU,1717343456
426,la mira,18.035,-102.3266,86.92,46,100,5.57,MX,1717343457
427,guider,9.9342,13.9486,101.14,26,32,5.53,CM,1717343458
428,morondava,-20.2833,44.2833,78.58,66,0,8.23,MG,1717343458
429,chai badan,15.2,101.1333,80.58,73,100,7.78,TH,1717343459
430,coyhaique,-45.5752,-72.0662,31.95,93,100,0.0,CL,1717343257
431,ciudad general teran,25.2667,-99.6833,90.81,49,88,14.36,MX,1717343461
432,port douglas,-16.4833,145.4667,71.49,83,75,3.36,AU,1717343461
433,daru,-9.0763,143.2092,78.13,76,100,14.05,PG,1717343462
434,ola,59.5833,151.2833,49.14,77,85,2.37,RU,1717343463
435,bich'vinta,43.1592,40.3378,71.78,84,5,4.27,GE,1717343465
436,kamiiso,41.8167,140.65,55.78,71,100,10.36,JP,1717343466
437,dzhalagash,45.0833,64.6667,77.92,16,92,17.09,KZ,1717343466
438,flin flon,54.7682,-101.865,49.84,62,75,9.22,CA,1717343467
439,awjilah,29.1081,21.2869,108.81,9,5,8.84,LY,1717343468
440,sandnessjoen,66.0217,12.6316,57.72,82,75,16.11,NO,1717343469
441,hammerfest,70.6634,23.6821,52.25,76,75,5.75,NO,1717343469
442,yautepec,18.8819,-99.0671,87.87,25,56,6.17,MX,1717343470
443,sinop,41.7711,34.8709,72.3,68,11,2.62,TR,1717343471
444,mizdah,31.4451,12.9801,98.71,14,32,19.82,LY,1717343471
445,tralee,52.2704,-9.7026,66.45,68,0,6.91,IE,1717343390
446,huarmey,-10.0681,-78.1522,67.46,73,76,6.2,PE,1717343473
447,borgarnes,64.5383,-21.9206,46.81,63,69,22.97,IS,1717343473
448,usogorsk,63.4106,48.6872,74.66,49,100,6.33,RU,1717343474
449,cuyo,10.8525,121.0086,86.11,71,97,6.02,PH,1717343475
450,wau,7.7029,27.9953,93.25,34,76,3.4,SS,1717343475
451,kiunga,-6.1219,141.2906,72.57,99,42,3.09,PG,1717343476
452,nar'yan-mar,67.6713,53.087,38.1,93,79,5.01,RU,1717343477
453,the dalles,45.5946,-121.1787,64.63,75,100,12.66,US,1717343477
454,petrozavodsk,61.7849,34.3469,65.66,88,75,2.24,RU,1717343478
455,colares,38.7992,-9.4469,79.79,80,0,11.99,PT,1717343479
456,severo-yeniseyskiy,60.3725,93.0408,42.19,79,100,4.07,RU,1717343480
457,kijang,35.2442,129.2139,60.53,80,100,5.64,KR,1717343480
458,manggar,-2.8833,108.2667,80.51,82,100,2.73,ID,1717343481
459,ust'-charyshskaya pristan',52.3934,83.6635,52.45,75,100,6.38,RU,1717343482
460,ilovlya,49.3033,43.9796,67.01,76,77,7.65,RU,1717343482
461,el nido,11.1858,119.3956,84.38,76,100,1.03,PH,1717343483
462,mukalla,14.5425,49.1242,85.95,74,0,2.42,YE,1717343484
463,ribeira brava,32.65,-17.0667,75.7,71,60,1.01,PT,1717343485
464,aden,12.7794,45.0367,89.46,65,31,5.5,YE,1717343486
465,namibe,-15.1961,12.1522,68.9,68,0,8.19,AO,1717343486
466,fairfax,38.8501,-77.3497,82.08,49,75,4.61,US,1717343487
467,jindabyne,-36.4167,148.6333,37.58,91,100,8.99,AU,1717343488
468,axim,4.8699,-2.2405,80.74,82,92,9.75,GH,1717343489
469,taoudenni,22.6783,-3.9836,107.08,10,0,17.74,ML,1717343490
470,hasaki,35.7333,140.8333,63.28,86,100,5.48,JP,1717343490
471,adam,22.3756,57.5233,105.93,10,0,11.56,OM,1717343491
472,alofi,-19.0595,-169.9187,69.69,83,74,10.36,NU,1717343492
473,ararat,39.8317,44.7049,82.74,43,0,5.88,AM,1717343493
474,kardzhali,41.65,25.3667,71.74,81,61,7.2,BG,1717343493
475,manismata,-2.4667,111.0333,74.71,98,100,1.01,ID,1717343495
476,kaa-khem,51.6833,94.7333,64.4,47,56,5.39,RU,1717343495
477,sittwe,20.15,92.9,82.31,80,96,7.31,MM,1717343496
478,box elder,41.5005,-112.8764,67.71,45,100,3.91,US,1717343497
479,riyadh,24.6877,46.7219,105.94,9,0,11.5,SA,1717343415
480,hilo,19.7297,-155.09,72.28,95,100,5.75,US,1717343486
481,morehead city,34.7229,-76.726,82.04,57,0,9.22,US,1717343343
482,sangin,32.0728,64.8359,91.49,5,0,9.66,AF,1717343499
483,muroto-misakicho,33.2833,134.15,67.53,76,100,13.29,JP,1717343500
484,yuzhno-kurilsk,44.0306,145.8556,44.38,88,100,9.24,RU,1717343501
485,brasilia,-15.7797,-47.9297,73.62,64,75,12.66,BR,1717343452
486,nago,26.5881,127.9761,68.43,95,100,10.89,JP,1717343502
487,ati,13.2154,18.3353,106.12,16,56,4.05,TD,1717343503
488,las tablas,7.7667,-80.2833,88.61,65,100,2.42,PA,1717343503
489,ceerigaabo,10.6162,47.368,76.05,45,32,6.22,SO,1717343504
490,rio grande,-32.035,-52.0986,78.91,71,47,7.63,BR,1717343505
491,castillos,-34.1667,-53.8333,59.45,98,99,8.88,UY,1717343505
492,gaspe,48.8334,-64.4819,64.62,45,75,6.91,CA,1717343222
493,oloron-sainte-marie,43.1944,-0.6107,67.93,86,99,2.44,FR,1717343507
494,boa vista,2.8197,-60.6733,80.58,78,75,3.44,BR,1717343508
495,cativa,9.3606,-79.8436,90.19,81,100,1.01,PA,1717343509
496,tadine,-21.55,167.8833,72.36,79,100,14.34,NC,1717343509
497,myeik,12.4333,98.6,82.0,80,98,2.66,MM,1717343510
498,point pedro,9.8167,80.2333,82.74,84,100,16.8,LK,1717343511
499,imperatriz,-5.5264,-47.4917,93.25,46,20,12.66,BR,1717343512
500,changji,44.0167,87.3167,79.59,21,0,4.47,CN,1717343514
501,san juan,-31.5375,-68.5364,55.56,41,13,27.58,AR,1717343432
502,suizhou,31.7111,113.3631,69.55,55,100,7.0,CN,1717343515
503,iron river,46.0927,-88.6423,68.76,35,9,4.12,US,1717343516
504,falenki,58.3613,51.5946,68.94,60,1,2.57,RU,1717343517
505,kill devil hills,36.0307,-75.676,78.98,58,0,6.91,US,1717343378
506,ambon,-3.6954,128.1814,83.88,13,75,4.61,ID,1717343518
507,xinyuan,37.3,99.0,41.31,89,98,4.43,CN,1717343519
508,saint-philippe,-21.3585,55.7679,72.99,79,47,8.72,RE,1717343519
509,ixtapa,20.7,-105.2,92.61,35,76,4.76,MX,1717343520
510,ingeniero guillermo n. juarez,-23.9,-61.85,85.91,34,0,21.07,AR,1717343521
511,sarh,9.1429,18.3923,94.91,43,0,6.91,TD,1717343522
512,kassiri,8.9372,-13.1244,84.49,65,58,11.92,SL,1717343523
513,antsiranana,-12.2787,49.2917,79.56,57,75,9.22,MG,1717343523
514,villa gesell,-37.2639,-56.973,49.05,61,100,12.55,AR,1717343524
515,alakurtti,66.9672,30.3491,67.44,61,75,11.07,RU,1717343525
516,copiapo,-27.3667,-70.3333,51.49,10,10,4.7,CL,1717343355
517,the pas,53.8251,-101.2541,51.82,62,100,10.36,CA,1717343526
518,bukama,-9.2,25.85,83.43,46,21,5.64,CD,1717343526
519,whitby,54.4877,-0.615,68.86,73,45,2.33,GB,1717343504
520,canutama,-6.5339,-64.3831,91.58,46,26,4.23,BR,1717343528
521,fort st. john,56.2499,-120.8529,53.49,62,20,5.75,CA,1717343528
522,gamba,-2.65,10.0,77.61,77,81,9.31,GA,1717343529
523,heyuan,23.7333,114.6833,76.62,93,100,3.78,CN,1717343530
524,cacoal,-11.4386,-61.4472,88.95,49,2,2.24,BR,1717343530
525,vila franca do campo,37.7167,-25.4333,72.01,99,9,10.2,PT,1717343531
526,karratha,-20.7377,116.8463,73.63,56,61,16.84,AU,1717343532
527,labrador city,52.9463,-66.9114,76.17,31,20,6.91,CA,1717343533
528,moju,-1.8839,-48.7689,91.35,54,19,4.5,BR,1717343534
529,las lomitas,-24.7096,-60.593,88.2,31,0,14.14,AR,1717343534
530,kenora,49.8167,-94.4337,68.97,40,40,11.5,CA,1717343239
531,kapa'a,22.0752,-159.319,73.72,85,75,17.27,US,1717343299
532,torres,-29.3353,-49.7269,80.87,60,0,6.17,BR,1717343536
533,nogliki,51.8333,143.1667,42.35,69,100,5.99,RU,1717343537
534,touros,-5.1989,-35.4608,84.85,63,27,16.8,BR,1717343538
535,gornozavodsk,58.3758,58.3211,61.75,77,66,5.23,RU,1717343483
536,tsiroanomandidy,-18.7667,46.0333,72.21,51,14,4.36,MG,1717343539
537,trairi,-3.2778,-39.2689,83.21,79,41,11.45,BR,1717343361
538,armacao de buzios,-22.7469,-41.8817,84.25,66,36,13.94,BR,1717343433
539,grand-lahou,5.1367,-5.0242,83.32,75,99,10.63,CI,1717343541
540,paracuru,-3.41,-39.0306,85.1,84,42,12.64,BR,1717343542
541,eastham,41.8301,-69.9739,75.52,67,0,4.61,US,1717343263
542,ta`u,-14.2336,-169.5144,77.72,89,100,23.62,AS,1717343543
543,belmonte,-15.8631,-38.8828,77.5,85,15,10.8,BR,1717343543
544,cinisi,38.1562,13.1073,78.01,53,20,19.57,IT,1717343544
545,piraquara,-25.4417,-49.0633,73.76,44,0,16.11,BR,1717343545
546,mikuni,36.2171,136.1519,60.71,88,36,2.8,JP,1717343546
547,zhangatas,43.5667,69.75,74.37,30,100,6.87,KZ,1717343547
548,mutuali,-14.8706,37.0044,73.85,37,9,1.21,MZ,1717343548
549,al bawiti,28.3492,28.8659,99.21,9,0,15.01,EG,1717343548
550,horta,38.5333,-28.6333,65.84,82,75,18.41,PT,1717343319
551,susa,35.8254,10.637,74.98,78,40,14.97,TN,1717343550
552,ornskoldsvik,63.2909,18.7153,74.35,31,0,5.75,SE,1717343550
553,camayenne,9.535,-13.6878,87.89,62,40,11.5,GN,1717343551
554,tchintabaraden,15.8969,5.7985,100.09,24,51,15.57,NE,1717343551
555,dawesville,30.9224,-84.0091,85.15,65,100,12.66,US,1717343552
556,severnoye,56.3491,78.3619,48.6,66,76,2.77,RU,1717343553
557,tsiombe,-25.3,45.4833,68.38,71,0,5.35,MG,1717343553
558,peruibe,-24.32,-46.9983,77.45,48,25,5.7,BR,1717343554
559,coahuayana de hidalgo,18.7,-103.6583,90.27,46,98,4.12,MX,1717343500
560,vernio,44.0476,11.1505,68.99,71,84,14.0,IT,1717343555
561,as sulayyil,20.4607,45.5779,107.85,6,0,8.61,SA,1717343556
562,mwene-ditu,-7.0,23.45,80.29,51,29,1.83,CD,1717343557
563,kone,-21.0595,164.8658,72.21,86,100,7.92,NC,1717343558
564,mossel bay,-34.1831,22.146,60.73,88,63,3.87,ZA,1717343558
565,grande prairie,55.1667,-118.8027,51.98,66,75,6.91,CA,1717343559
566,northwood,40.4728,-83.7324,67.96,100,100,6.91,US,1717343560
567,lompoc,34.6391,-120.4579,59.85,89,100,11.5,US,1717343102
568,ulan bator,47.9077,106.8832,55.53,62,40,0.0,MN,1717343561
569,cannonvale,-20.2833,148.7,67.39,87,1,5.37,AU,1717343562
570,rethymno,35.3647,24.4714,78.42,47,1,4.23,GR,1717343562
571,la union,-5.4,-80.75,76.66,55,11,10.58,PE,1717343563
572,senanga,-16.1167,23.2667,77.11,14,5,5.44,ZM,1717343563
573,mirpur sakro,24.5474,67.6277,85.75,69,1,14.23,PK,1717343564
574,santiago de cao,-7.9589,-79.2392,66.33,77,100,2.3,PE,1717343565
575,yaren,-0.5472,166.916,83.37,70,89,10.54,NR,1717343565
576,linxia chengguanzhen,35.6003,103.2064,55.69,54,93,4.5,CN,1717343566
577,jayapura,-2.5333,140.7,78.19,91,86,3.74,ID,1717343567
578,eket,4.6412,7.9209,82.35,77,100,8.59,NG,1717343567
579,qarqaraly,49.4058,75.4742,46.83,69,18,10.89,KZ,1717343568
580,higuera de zaragoza,25.95,-109.2833,86.59,41,100,10.04,MX,1717343569
581,tejen,37.3834,60.5054,89.51,9,1,10.71,TM,1717343569
582,umea,63.8284,20.2597,75.13,31,0,8.05,SE,1717343464
583,harstad,68.799,16.5293,51.19,89,100,20.0,NO,1717343571
584,sake,-1.5736,29.045,68.05,86,82,1.52,CD,1717343571
585,cheremukhovo,60.3484,59.9851,61.97,64,90,1.01,RU,1717343572
586,phan rang-thap cham,11.5667,108.9833,81.12,80,100,2.51,VN,1717343572
587,barra de santo antonio,-9.4047,-35.5072,81.68,83,42,13.06,BR,1717343573
588,bonbon,10.2245,123.5573,85.62,69,100,2.19,PH,1717343574
589,rosebud,46.3333,-106.5839,65.98,67,98,8.99,US,1717343574
590,birao,10.2849,22.7882,101.79,16,91,3.96,CF,1717343575
591,alo,7.4178,6.7371,84.16,69,100,4.03,NG,1717343576
592,freetown,8.484,-13.2299,83.91,74,75,4.61,SL,1717343576
593,brigantine,39.4101,-74.3646,79.0,65,0,8.05,US,1717343577
594,toliara,-23.35,43.6667,75.7,63,0,11.74,MG,1717343578
595,akureyri,65.6835,-18.0878,46.33,61,75,14.97,IS,1717343578
596,pitea,65.3172,21.4794,73.49,33,7,6.33,SE,1717343579
597,oamaru,-45.0784,170.9801,41.9,72,93,5.61,NZ,1717343580
598,fisterra,42.9049,-9.2629,82.31,62,0,23.58,ES,1717343525
599,san juan de abajo,20.8167,-105.1833,91.22,35,76,4.83,MX,1717343581
600,markovo,57.3206,107.0881,46.35,88,90,2.35,RU,1717343581
601,naxos,37.1056,25.3764,83.79,73,0,9.22,GR,1717343582
602,roma,43.2128,-75.4557,78.96,50,0,6.91,US,1717343431
603,lerwick,60.1545,-1.1494,53.6,96,100,20.29,GB,1717343584
604,ogden,41.223,-111.9738,72.68,45,40,5.75,US,1717343584
605,kharp,66.8014,65.8081,32.72,83,95,4.36,RU,1717343585
606,petawawa,45.9001,-77.3328,71.78,47,100,3.0,CA,1717343586
607,novodvinsk,64.4165,40.8122,73.15,51,75,2.84,RU,1717343587
608,fristad,65.2,16.7167,66.22,39,94,5.46,SE,1717343587
609,guapo,-16.8306,-49.5319,79.18,30,1,8.3,BR,1717343588
